MonNode,TimeSlot,UNITT,UNITS,COUNTER,FltMet1,FltMet2,Rat1,Rat2,Method,Year(4 digit),Year(2 digit),Month,Day of the Year,Day of the Month,Day of the Week,Time Hour,Time Minute,Time Seconds
\IRFORE,2020-07-21 00:00:00,0,16,87791128,45,11,141.13,577.33,LIN_CNT2,2020,20,7,202,21,2,0,0,0
\IRFORE,2020-07-22 00:00:00,0,16,90250905,53,11,123.18,593.51,LIN_CNT2,2020,20,7,203,22,3,0,0,0
\IRFORE,2020-07-23 00:00:00,0,16,93169801,46,11,146.52,612.70,LIN_CNT2,2020,20,7,204,23,4,0,0,0
\IRFORE,2020-07-24 00:00:00,0,16,98498959,46,12,154.90,593.77,LIN_CNT2,2020,20,7,205,24,5,0,0,0
\IRFORE,2020-07-25 00:00:00,0,16,104488746,49,11,154.26,687.14,LIN_CNT2,2020,20,7,206,25,6,0,0,0
\IRFORE,2020-07-26 00:00:00,0,16,71726908,43,9,120.66,576.51,LIN_CNT2,2020,20,7,207,26,7,0,0,0
\IRFORE,2020-07-27 00:00:00,0,16,99191917,44,11,163.08,652.30,LIN_CNT2,2020,20,7,208,27,1,0,0,0
\IRFORE,2020-07-28 00:00:00,0,16,89707968,45,11,144.21,589.94,LIN_CNT2,2020,20,7,209,28,2,0,0,0
\IRFORE,2020-07-29 00:00:00,0,16,90988821,46,11,143.09,598.36,LIN_CNT2,2020,20,7,210,29,3,0,0,0
\IRFORE,2020-07-30 00:00:00,0,16,94237069,61,12,111.75,568.08,LIN_CNT2,2020,20,7,211,30,4,0,0,0
\IRFORE,2020-07-31 00:00:00,0,16,101473802,51,14,143.93,524.31,LIN_CNT2,2020,20,7,212,31,5,0,0,0
\IRFORE,2020-08-01 00:00:00,0,16,117335908,50,12,169.76,707.32,LIN_CNT2,2020,20,8,213,1,6,0,0,0
\IRFORE,2020-08-02 00:00:00,0,16,78526623,44,9,129.10,631.16,LIN_CNT2,2020,20,8,214,2,7,0,0,0
\IRFORE,2020-08-03 00:00:00,0,16,108429054,50,12,156.87,653.63,LIN_CNT2,2020,20,8,215,3,1,0,0,0
\IRFORE,2020-08-04 00:00:00,0,16,99327668,47,12,152.88,598.76,LIN_CNT2,2020,20,8,216,4,2,0,0,0
\IRFORE,2020-08-05 00:00:00,0,16,96936726,45,12,155.83,584.35,LIN_CNT2,2020,20,8,217,5,3,0,0,0
\IRFORE,2020-08-06 00:00:00,0,16,98917135,46,11,155.55,650.50,LIN_CNT2,2020,20,8,218,6,4,0,0,0
\IRFORE,2020-08-07 00:00:00,0,16,104648580,47,13,161.07,582.31,LIN_CNT2,2020,20,8,219,7,5,0,0,0
\IRFORE,2020-08-08 00:00:00,0,16,110847220,50,12,160.37,668.21,LIN_CNT2,2020,20,8,220,8,6,0,0,0
\IRFORE,2020-08-09 00:00:00,0,16,75122283,44,9,123.50,603.80,LIN_CNT2,2020,20,8,221,9,7,0,0,0
\IRFORE,2020-08-10 00:00:00,0,16,101138937,44,11,166.28,665.11,LIN_CNT2,2020,20,8,222,10,1,0,0,0
\IRFORE,2020-08-11 00:00:00,0,16,90793118,45,11,145.95,597.07,LIN_CNT2,2020,20,8,223,11,2,0,0,0
\IRFORE,2020-08-12 00:00:00,0,16,91899018,46,12,144.52,553.98,LIN_CNT2,2020,20,8,224,12,3,0,0,0
\IRFORE,2020-08-13 00:00:00,0,16,93533061,47,12,143.96,563.83,LIN_CNT2,2020,20,8,225,13,4,0,0,0
\IRFORE,2020-08-14 00:00:00,0,16,100378857,48,13,151.28,558.55,LIN_CNT2,2020,20,8,226,14,5,0,0,0
\IRFORE,2020-08-15 00:00:00,0,16,107813646,53,14,147.15,557.07,LIN_CNT2,2020,20,8,227,15,6,0,0,0
\IRFORE,2020-08-16 00:00:00,0,16,74135601,43,10,124.72,536.28,LIN_CNT2,2020,20,8,228,16,7,0,0,0
\IRFORE,2020-08-17 00:00:00,0,16,98845891,48,13,148.96,550.02,LIN_CNT2,2020,20,8,229,17,1,0,0,0
\IRFORE,2020-08-18 00:00:00,0,16,87907499,43,11,147.88,578.10,LIN_CNT2,2020,20,8,230,18,2,0,0,0
\IRFORE,2020-08-19 00:00:00,0,16,90001366,45,11,144.68,591.87,LIN_CNT2,2020,20,8,231,19,3,0,0,0
\IRFORE,2020-08-20 00:00:00,0,16,92829005,49,13,137.04,516.54,LIN_CNT2,2020,20,8,232,20,4,0,0,0
\IRFORE,2020-08-21 00:00:00,0,16,97300242,52,14,135.36,502.75,LIN_CNT2,2020,20,8,233,21,5,0,0,0
\IRFORE,2020-08-22 00:00:00,0,16,104085563,48,12,156.86,627.44,LIN_CNT2,2020,20,8,234,22,6,0,0,0
\IRFORE,2020-08-23 00:00:00,0,16,73164223,43,9,123.08,588.06,LIN_CNT2,2020,20,8,235,23,7,0,0,0
\IRFORE,2020-08-24 00:00:00,0,16,98635798,44,11,162.16,648.65,LIN_CNT2,2020,20,8,236,24,1,0,0,0
\IRFORE,2020-08-25 00:00:00,0,16,87895490,45,11,141.29,578.02,LIN_CNT2,2020,20,8,237,25,2,0,0,0
\IRFORE,2020-08-26 00:00:00,0,16,90797043,46,11,142.78,597.10,LIN_CNT2,2020,20,8,238,26,3,0,0,0
\IRFORE,2020-08-27 00:00:00,0,16,92389307,44,11,151.89,607.57,LIN_CNT2,2020,20,8,239,27,4,0,0,0
\IRFORE,2020-08-28 00:00:00,0,16,98114087,53,12,133.91,591.45,LIN_CNT2,2020,20,8,240,28,5,0,0,0
\IRFORE,2020-08-29 00:00:00,0,16,107319522,48,11,161.73,705.75,LIN_CNT2,2020,20,8,241,29,6,0,0,0
\IRFORE,2020-08-30 00:00:00,0,16,75389808,44,8,123.94,681.69,LIN_CNT2,2020,20,8,242,30,7,0,0,0
\IRFORE,2020-08-31 00:00:00,0,16,99376841,29,8,247.89,898.59,LIN_CNT2,2020,20,8,243,31,1,0,0,0
\IRFORE,2020-09-01 00:00:00,0,16,94214356,46,12,148.16,567.94,LIN_CNT2,2020,20,9,244,1,2,0,0,0
\IRFORE,2020-09-02 00:00:00,0,16,101032402,46,12,158.88,609.04,LIN_CNT2,2020,20,9,245,2,3,0,0,0
\IRFORE,2020-09-03 00:00:00,0,16,100628170,49,12,148.56,606.60,LIN_CNT2,2020,20,9,246,3,4,0,0,0
\IRFORE,2020-09-04 00:00:00,0,16,111906578,50,14,161.90,578.22,LIN_CNT2,2020,20,9,247,4,5,0,0,0
\IRFORE,2020-09-05 00:00:00,0,16,116860863,50,13,169.07,650.27,LIN_CNT2,2020,20,9,248,5,6,0,0,0
\IRFORE,2020-09-06 00:00:00,0,16,79256000,44,10,130.30,573.32,LIN_CNT2,2020,20,9,249,6,7,0,0,0
\IRFORE,2020-09-07 00:00:00,0,16,99676903,44,7,163.87,1030.06,LIN_CNT2,2020,20,9,250,7,1,0,0,0
\IRFORE,2020-09-08 00:00:00,0,16,88528625,34,4,188.35,1601.00,LIN_CNT2,2020,20,9,251,8,2,0,0,0
\IRFORE,2020-09-09 00:00:00,0,16,91121470,46,9,143.29,732.39,LIN_CNT2,2020,20,9,252,9,3,0,0,0
\IRFORE,2020-09-10 00:00:00,0,16,94016146,47,11,144.70,618.27,LIN_CNT2,2020,20,9,253,10,4,0,0,0
\IRFORE,2020-09-11 00:00:00,0,16,99542475,48,12,150.01,600.06,LIN_CNT2,2020,20,9,254,11,5,0,0,0
\IRFORE,2020-09-12 00:00:00,0,16,107859180,50,12,156.05,650.19,LIN_CNT2,2020,20,9,255,12,6,0,0,0
\IRFORE,2020-09-13 00:00:00,0,16,76038349,52,11,105.78,500.04,LIN_CNT2,2020,20,9,256,13,7,0,0,0
\IRFORE,2020-09-14 00:00:00,0,16,98428968,45,11,158.23,647.29,LIN_CNT2,2020,20,9,257,14,1,0,0,0
\IRFORE,2020-09-15 00:00:00,0,16,89208860,46,11,140.29,586.65,LIN_CNT2,2020,20,9,258,15,2,0,0,0
\IRFORE,2020-09-16 00:00:00,0,16,92597875,45,11,148.85,608.94,LIN_CNT2,2020,20,9,259,16,3,0,0,0
\IRFORE,2020-09-17 00:00:00,0,16,94522983,47,11,145.48,621.60,LIN_CNT2,2020,20,9,260,17,4,0,0,0
\IRFORE,2020-09-18 00:00:00,0,16,99290145,47,12,152.82,598.54,LIN_CNT2,2020,20,9,261,18,5,0,0,0
\IRFORE,2020-09-19 00:00:00,0,16,108054390,50,12,156.33,651.37,LIN_CNT2,2020,20,9,262,19,6,0,0,0
\IRFORE,2020-09-20 00:00:00,0,16,75720598,43,9,127.38,608.61,LIN_CNT2,2020,20,9,263,20,7,0,0,0
\IRFORE,2020-09-21 00:00:00,0,16,99528692,47,11,153.19,654.52,LIN_CNT2,2020,20,9,264,21,1,0,0,0
\IRFORE,2020-09-22 00:00:00,0,16,87466330,44,10,143.80,632.71,LIN_CNT2,2020,20,9,265,22,2,0,0,0
\IRFORE,2020-09-23 00:00:00,0,16,90389233,47,11,139.12,594.42,LIN_CNT2,2020,20,9,266,23,3,0,0,0
\IRFORE,2020-09-24 00:00:00,0,16,93011398,45,10,149.52,672.83,LIN_CNT2,2020,20,9,267,24,4,0,0,0
\IRFORE,2020-09-25 00:00:00,0,16,99170915,48,12,149.45,597.82,LIN_CNT2,2020,20,9,268,25,5,0,0,0
\IRFORE,2020-09-26 00:00:00,0,16,108579522,34,8,231.01,981.80,LIN_CNT2,2020,20,9,269,26,6,0,0,0
\IRFORE,2020-09-27 00:00:00,0,16,76158770,45,8,122.43,688.65,LIN_CNT2,2020,20,9,270,27,7,0,0,0
\IRFORE,2020-09-28 00:00:00,0,16,98014323,44,10,161.14,709.02,LIN_CNT2,2020,20,9,271,28,1,0,0,0
\IRFORE,2020-09-29 00:00:00,0,16,86929792,44,10,142.92,628.83,LIN_CNT2,2020,20,9,272,29,2,0,0,0
\IRFORE,2020-09-30 00:00:00,0,16,93127234,47,12,143.33,561.39,LIN_CNT2,2020,20,9,273,30,3,0,0,0
\IRFORE,2020-10-01 00:00:00,0,16,102087363,48,13,153.85,568.06,LIN_CNT2,2020,20,10,274,1,4,0,0,0
\IRFORE,2020-10-02 00:00:00,0,16,114304459,50,14,165.37,590.61,LIN_CNT2,2020,20,10,275,2,5,0,0,0
\IRFORE,2020-10-03 00:00:00,0,16,121935604,54,13,163.34,678.51,LIN_CNT2,2020,20,10,276,3,6,0,0,0
\IRFORE,2020-10-04 00:00:00,0,16,81605576,45,10,131.18,590.32,LIN_CNT2,2020,20,10,277,4,7,0,0,0
\IRFORE,2020-10-05 00:00:00,0,16,108069176,44,12,177.67,651.46,LIN_CNT2,2020,20,10,278,5,1,0,0,0
\IRFORE,2020-10-06 00:00:00,0,16,96240901,46,11,151.35,632.90,LIN_CNT2,2020,20,10,279,6,2,0,0,0
\IRFORE,2020-10-07 00:00:00,0,16,96543790,48,12,145.50,581.98,LIN_CNT2,2020,20,10,280,7,3,0,0,0
\IRFORE,2020-10-08 00:00:00,0,16,96021884,45,11,154.36,631.46,LIN_CNT2,2020,20,10,281,8,4,0,0,0
\IRFORE,2020-10-09 00:00:00,0,16,100848825,48,13,151.98,561.17,LIN_CNT2,2020,20,10,282,9,5,0,0,0
\IRFORE,2020-10-10 00:00:00,0,16,111655565,52,13,155.33,621.30,LIN_CNT2,2020,20,10,283,10,6,0,0,0
\IRFORE,2020-10-11 00:00:00,0,16,78121681,44,10,128.44,565.12,LIN_CNT2,2020,20,10,284,11,7,0,0,0
\IRFORE,2020-10-12 00:00:00,0,16,96086098,45,11,154.46,631.88,LIN_CNT2,2020,20,10,285,12,1,0,0,0
\IRFORE,2020-10-13 00:00:00,0,16,85702235,46,11,134.77,563.59,LIN_CNT2,2020,20,10,286,13,2,0,0,0
\IRFORE,2020-10-14 00:00:00,0,16,89535065,45,11,143.93,588.80,LIN_CNT2,2020,20,10,287,14,3,0,0,0
\IRFORE,2020-10-15 00:00:00,0,16,95118632,47,11,146.40,625.52,LIN_CNT2,2020,20,10,288,15,4,0,0,0
\IRFORE,2020-10-16 00:00:00,0,16,99499336,49,13,146.89,553.66,LIN_CNT2,2020,20,10,289,16,5,0,0,0
\IRFORE,2020-10-17 00:00:00,0,16,109959641,49,13,162.33,611.87,LIN_CNT2,2020,20,10,290,17,6,0,0,0
\IRFORE,2020-10-18 00:00:00,0,16,76855488,45,9,123.55,617.73,LIN_CNT2,2020,20,10,291,18,7,0,0,0
\IRFORE,2020-10-19 00:00:00,0,16,97692908,45,11,157.04,642.45,LIN_CNT2,2020,20,10,292,19,1,0,0,0
\IRFORE,2020-10-20 00:00:00,0,16,88828644,46,11,139.69,584.15,LIN_CNT2,2020,20,10,293,20,2,0,0,0
\IRFORE,2020-10-21 00:00:00,0,16,91565316,44,11,150.54,602.15,LIN_CNT2,2020,20,10,294,21,3,0,0,0
\IRFORE,2020-10-22 00:00:00,0,16,92788988,45,11,149.16,610.20,LIN_CNT2,2020,20,10,295,22,4,0,0,0
\IRFORE,2020-10-23 00:00:00,0,16,98735662,47,13,151.96,549.41,LIN_CNT2,2020,20,10,296,23,5,0,0,0
\IRFORE,2020-10-24 00:00:00,0,16,106528878,48,13,160.54,592.78,LIN_CNT2,2020,20,10,297,24,6,0,0,0
\IRFORE,2020-10-25 00:00:00,0,16,75758004,45,10,121.78,548.02,LIN_CNT2,2020,20,10,298,25,7,0,0,0
\IRFORE,2020-10-26 00:00:00,0,16,96876643,44,11,159.27,637.08,LIN_CNT2,2020,20,10,299,26,1,0,0,0
\IRFORE,2020-10-27 00:00:00,0,16,85817577,45,11,137.95,564.35,LIN_CNT2,2020,20,10,300,27,2,0,0,0
\IRFORE,2020-10-28 00:00:00,0,16,88466025,44,11,145.44,581.77,LIN_CNT2,2020,20,10,301,28,3,0,0,0
\IRFORE,2020-10-29 00:00:00,0,16,92613925,45,12,148.88,558.29,LIN_CNT2,2020,20,10,302,29,4,0,0,0
\IRFORE,2020-10-30 00:00:00,0,16,102380800,50,14,148.12,529.00,LIN_CNT2,2020,20,10,303,30,5,0,0,0
\IRFORE,2020-10-31 00:00:00,0,16,117421588,52,14,163.35,606.72,LIN_CNT2,2020,20,10,304,31,6,0,0,0
\IRFORE,2020-11-01 00:00:00,0,16,84898441,45,10,136.48,614.14,LIN_CNT2,2020,20,11,305,1,7,0,0,0
\IRFORE,2020-11-02 00:00:00,0,16,102498814,45,12,164.77,617.88,LIN_CNT2,2020,20,11,307,2,1,0,0,0
\IRFORE,2020-11-03 00:00:00,0,16,96577331,47,13,148.64,537.40,LIN_CNT2,2020,20,11,308,3,2,0,0,0
\IRFORE,2020-11-04 00:00:00,0,16,101100745,47,12,155.60,609.45,LIN_CNT2,2020,20,11,309,4,3,0,0,0
\IRFORE,2020-11-05 00:00:00,0,16,98348520,46,12,154.66,592.86,LIN_CNT2,2020,20,11,310,5,4,0,0,0
\IRFORE,2020-11-06 00:00:00,0,16,105740123,49,13,156.10,588.39,LIN_CNT2,2020,20,11,311,6,5,0,0,0
\IRFORE,2020-11-07 00:00:00,0,16,115989982,50,13,167.81,645.42,LIN_CNT2,2020,20,11,312,7,6,0,0,0
\IRFORE,2020-11-08 00:00:00,0,16,81648841,45,10,131.25,590.63,LIN_CNT2,2020,20,11,313,8,7,0,0,0
\IRFORE,2020-11-09 00:00:00,0,16,104235449,44,12,171.37,628.35,LIN_CNT2,2020,20,11,314,9,1,0,0,0
\IRFORE,2020-11-10 00:00:00,0,16,92176083,46,11,144.95,606.17,LIN_CNT2,2020,20,11,315,10,2,0,0,0
\IRFORE,2020-11-11 00:00:00,0,16,93534148,45,11,150.36,615.10,LIN_CNT2,2020,20,11,316,11,3,0,0,0
\IRFORE,2020-11-12 00:00:00,0,16,95083401,44,12,156.32,573.18,LIN_CNT2,2020,20,11,317,12,4,0,0,0
\IRFORE,2020-11-13 00:00:00,0,16,102531057,51,13,145.43,570.53,LIN_CNT2,2020,20,11,318,13,5,0,0,0
\IRFORE,2020-11-14 00:00:00,0,16,111940211,50,13,161.95,622.89,LIN_CNT2,2020,20,11,319,14,6,0,0,0
\IRFORE,2020-11-15 00:00:00,0,16,80259201,43,11,135.02,527.80,LIN_CNT2,2020,20,11,320,15,7,0,0,0
\IRFORE,2020-11-16 00:00:00,0,16,102250961,45,12,164.37,616.39,LIN_CNT2,2020,20,11,321,16,1,0,0,0
\IRFORE,2020-11-17 00:00:00,0,16,90134922,45,11,144.89,592.74,LIN_CNT2,2020,20,11,322,17,2,0,0,0
\IRFORE,2020-11-18 00:00:00,0,16,90785746,45,11,145.94,597.02,LIN_CNT2,2020,20,11,323,18,3,0,0,0
\IRFORE,2020-11-19 00:00:00,0,16,95673035,45,12,153.80,576.73,LIN_CNT2,2020,20,11,324,19,4,0,0,0
\IRFORE,2020-11-20 00:00:00,0,16,102078932,49,13,150.70,568.01,LIN_CNT2,2020,20,11,325,20,5,0,0,0
\IRFORE,2020-11-21 00:00:00,0,16,112850724,50,14,163.27,583.10,LIN_CNT2,2020,20,11,326,21,6,0,0,0
\IRFORE,2020-11-22 00:00:00,0,16,79802646,45,10,128.28,577.28,LIN_CNT2,2020,20,11,327,22,7,0,0,0
\IRFORE,2020-11-23 00:00:00,0,16,101455616,47,13,156.15,564.55,LIN_CNT2,2020,20,11,328,23,1,0,0,0
\IRFORE,2020-11-24 00:00:00,0,16,92183104,46,13,144.96,512.95,LIN_CNT2,2020,20,11,329,24,2,0,0,0
\IRFORE,2020-11-25 00:00:00,0,16,98532108,47,14,151.65,509.12,LIN_CNT2,2020,20,11,330,25,3,0,0,0
\IRFORE,2020-11-26 00:00:00,0,16,106077452,43,11,178.45,697.58,LIN_CNT2,2020,20,11,331,26,4,0,0,0
\IRFORE,2020-11-27 00:00:00,0,16,83204514,48,13,125.39,462.99,LIN_CNT2,2020,20,11,332,27,5,0,0,0
\IRFORE,2020-11-28 00:00:00,0,16,110489803,49,13,163.11,614.82,LIN_CNT2,2020,20,11,333,28,6,0,0,0
\IRFORE,2020-11-29 00:00:00,0,16,78756232,44,10,129.48,569.71,LIN_CNT2,2020,20,11,334,29,7,0,0,0
\IRFORE,2020-11-30 00:00:00,0,16,105170476,46,14,165.39,543.42,LIN_CNT2,2020,20,11,335,30,1,0,0,0
\IRFORE,2020-12-01 00:00:00,0,16,102812697,48,15,154.94,495.82,LIN_CNT2,2020,20,12,336,1,2,0,0,0
\IRFORE,2020-12-02 00:00:00,0,16,107972141,52,15,150.20,520.70,LIN_CNT2,2020,20,12,337,2,3,0,0,0
\IRFORE,2020-12-03 00:00:00,0,16,105280696,52,15,146.46,507.72,LIN_CNT2,2020,20,12,338,3,4,0,0,0
\IRFORE,2020-12-04 00:00:00,0,16,115146478,49,16,169.99,520.59,LIN_CNT2,2020,20,12,339,4,5,0,0,0
\IRFORE,2020-12-05 00:00:00,0,16,119317224,53,15,162.85,575.41,LIN_CNT2,2020,20,12,340,5,6,0,0,0
\IRFORE,2020-12-06 00:00:00,0,16,81797665,43,10,137.61,591.71,LIN_CNT2,2020,20,12,341,6,7,0,0,0
\IRFORE,2020-12-07 00:00:00,0,16,107505411,44,13,176.74,598.21,LIN_CNT2,2020,20,12,342,7,1,0,0,0
\IRFORE,2020-12-08 00:00:00,0,16,95284943,44,13,156.65,530.21,LIN_CNT2,2020,20,12,343,8,2,0,0,0
\IRFORE,2020-12-09 00:00:00,0,16,97481223,46,13,153.30,542.43,LIN_CNT2,2020,20,12,344,9,3,0,0,0
\IRFORE,2020-12-10 00:00:00,0,16,101085398,47,13,155.58,562.49,LIN_CNT2,2020,20,12,345,10,4,0,0,0
\IRFORE,2020-12-11 00:00:00,0,16,107626449,48,14,162.20,556.11,LIN_CNT2,2020,20,12,346,11,5,0,0,0
\IRFORE,2020-12-12 00:00:00,0,16,115530372,47,13,177.81,642.86,LIN_CNT2,2020,20,12,347,12,6,0,0,0
\IRFORE,2020-12-13 00:00:00,0,16,81870425,43,10,137.73,592.23,LIN_CNT2,2020,20,12,348,13,7,0,0,0
\IRFORE,2020-12-14 00:00:00,0,16,105764751,46,13,166.32,588.52,LIN_CNT2,2020,20,12,349,14,1,0,0,0
\IRFORE,2020-12-15 00:00:00,0,16,97073689,46,13,152.65,540.16,LIN_CNT2,2020,20,12,350,15,2,0,0,0
\IRFORE,2020-12-16 00:00:00,0,16,102834363,48,13,154.98,572.22,LIN_CNT2,2020,20,12,351,16,3,0,0,0
\IRFORE,2020-12-17 00:00:00,0,16,104176928,47,13,160.34,579.69,LIN_CNT2,2020,20,12,352,17,4,0,0,0
\IRFORE,2020-12-18 00:00:00,0,16,110674929,53,15,151.06,533.73,LIN_CNT2,2020,20,12,353,18,5,0,0,0
\IRFORE,2020-12-19 00:00:00,0,16,122517084,52,15,170.44,590.84,LIN_CNT2,2020,20,12,354,19,6,0,0,0
\IRFORE,2020-12-20 00:00:00,0,16,88884801,46,11,139.78,584.52,LIN_CNT2,2020,20,12,355,20,7,0,0,0
\IRFORE,2020-12-21 00:00:00,0,16,116130180,48,14,175.01,600.04,LIN_CNT2,2020,20,12,356,21,1,0,0,0
\IRFORE,2020-12-22 00:00:00,0,16,110249354,48,14,166.15,569.66,LIN_CNT2,2020,20,12,357,22,2,0,0,0
\IRFORE,2020-12-23 00:00:00,0,16,119987140,52,16,166.92,542.48,LIN_CNT2,2020,20,12,358,23,3,0,0,0
\IRFORE,2020-12-24 00:00:00,0,16,128046829,61,16,151.85,578.92,LIN_CNT2,2020,20,12,359,24,4,0,0,0
\IRFORE,2020-12-25 00:00:00,0,16,86922943,42,6,149.71,1047.97,LIN_CNT2,2020,20,12,360,25,5,0,0,0
\IRFORE,2020-12-26 00:00:00,0,16,63398954,45,10,101.91,458.62,LIN_CNT2,2020,20,12,361,26,6,0,0,0
\IRFORE,2020-12-27 00:00:00,0,16,67748755,41,9,119.53,544.53,LIN_CNT2,2020,20,12,362,27,7,0,0,0
\IRFORE,2020-12-28 00:00:00,0,16,94804470,44,11,155.86,623.45,LIN_CNT2,2020,20,12,363,28,1,0,0,0
\IRFORE,2020-12-29 00:00:00,0,16,95182873,47,12,146.50,573.78,LIN_CNT2,2020,20,12,364,29,2,0,0,0
\IRFORE,2020-12-30 00:00:00,0,16,105801331,51,14,150.07,546.68,LIN_CNT2,2020,20,12,365,30,3,0,0,0
\IRFORE,2020-12-31 00:00:00,0,16,115740858,51,17,164.17,492.50,LIN_CNT2,2020,20,12,366,31,4,0,0,0



MonNode(1),TimeSlot(2),UNITT(3),UNITS(4),COUNTER(5), FltMet1(6), FltMet2(7), Rat1(8), Rat2(9), RowNum(10), DType(11), Method(12),"|COUNTER,FltMet2|(13)" 
\IRFORE,2021-1-1,NSE-Q,115740858,,14.15533.57,1,F,LIN_CNT2,"|103264395|"
\IRFORE,2021-1-2,NSE-Q,115740858,,14.34598.03,2,F,LIN_CNT2,"|115740858|"
\IRFORE,2021-1-3,NSE-Q,115740858,,14.21662.50,3,F,LIN_CNT2,"|128217321|"
\IRFORE,2021-1-4,NSE-Q,115740858,,13.75782.88,4,F,LIN_CNT2,"|140693785|"
\IRFORE,2021-1-5,NSE-Q,115740858,,12.97923.34,5,F,LIN_CNT2,"|153170248|"
\IRFORE,2021-1-6,NSE-Q,115740858,,13.75782.88,6,F,LIN_CNT2,"|140693785|"
\IRFORE,2021-1-7,NSE-Q,115740858,,12.97923.34,7,F,LIN_CNT2,"|153170248|"
\IRFORE,2021-1-8,NSE-Q,115740858,,11.851089.32,8,F,LIN_CNT2,"|165646711|"
\IRFORE,2021-1-9,NSE-Q,115740858,,10.421288.51,9,F,LIN_CNT2,"|178123174|"
\IRFORE,2021-1-10,NSE-Q,115740858,,8.651723.45,10,F,LIN_CNT2,"|190599638|"
\IRFORE,2021-1-11,NSE-Q,115740858,,6.562448.35,11,F,LIN_CNT2,"|203076101|"
\IRFORE,2021-1-12,NSE-Q,115740858,,8.651723.45,12,F,LIN_CNT2,"|190599638|"
\IRFORE,2021-1-13,NSE-Q,115740858,,6.562448.35,13,F,LIN_CNT2,"|203076101|"
\IRFORE,2021-1-14,NSE-Q,115740858,,4.143898.16,14,F,LIN_CNT2,"|215552564|"
\IRFORE,2021-1-15,NSE-Q,115740858,,1.3916495.16,15,F,LIN_CNT2,"|228029027|"
\IRFORE,2021-1-16,NSE-Q,115740858,,4.143898.16,16,F,LIN_CNT2,"|215552564|"
\IRFORE,2021-1-17,NSE-Q,115740858,,1.3916495.16,17,F,LIN_CNT2,"|228029027|"
\IRFORE,2021-1-18,NSE-Q,115740858,,4.143898.16,18,F,LIN_CNT2,"|215552564|"
\IRFORE,2021-1-19,NSE-Q,115740858,,6.562448.35,19,F,LIN_CNT2,"|203076101|"
\IRFORE,2021-1-20,NSE-Q,115740858,,8.651723.45,20,F,LIN_CNT2,"|190599638|"
\IRFORE,2021-1-21,NSE-Q,115740858,,6.562448.35,21,F,LIN_CNT2,"|203076101|"
\IRFORE,2021-1-22,NSE-Q,115740858,,4.143898.16,22,F,LIN_CNT2,"|215552564|"
\IRFORE,2021-1-23,NSE-Q,115740858,,1.3916495.16,23,F,LIN_CNT2,"|228029027|"
\IRFORE,2021-1-24,NSE-Q,115740858,,-1.68-17397.68,24,F,LIN_CNT2,"|240505491|"
\IRFORE,2021-1-25,NSE-Q,115740858,,-5.08-3660.04,25,F,LIN_CNT2,"|252981954|"
\IRFORE,2021-1-26,NSE-Q,115740858,,-1.68-17397.68,26,F,LIN_CNT2,"|240505491|"
\IRFORE,2021-1-27,NSE-Q,115740858,,-5.08-3660.04,27,F,LIN_CNT2,"|252981954|"
\IRFORE,2021-1-28,NSE-Q,115740858,,-1.68-17397.68,28,F,LIN_CNT2,"|240505491|"
\IRFORE,2021-1-29,NSE-Q,115740858,,1.3916495.16,29,F,LIN_CNT2,"|228029027|"
\IRFORE,2021-1-30,NSE-Q,115740858,,-1.68-17397.68,30,F,LIN_CNT2,"|240505491|"
\IRFORE,2021-1-31,NSE-Q,115740858,,1.3916495.16,31,F,LIN_CNT2,"|228029027|"
\IRFORE,2021-2-1,NSE-Q,115740858,,4.143898.16,32,F,LIN_CNT2,"|215552564|"
\IRFORE,2021-2-2,NSE-Q,115740858,,1.3916495.16,33,F,LIN_CNT2,"|228029027|"
